music,streams,average,std_dev
UN DIA (ONE DAY) (Feat. Tainy),"[30126, 30703, 31889, 29346, 26169, 25851, 22848, 23067, 19789, 17587]",25737.5,4607.304032728902
the 1,[24505],24505.0,0.0
Nobody's Love,"[23221, 23236, 20565, 16933]",20988.75,2581.7506052095737
the last great american dynasty,[22027],22027.0,0.0
my tears ricochet,[21723],21723.0,0.0
august,[18905],18905.0,0.0
Cooler Than Me,"[17526, 17725, 17268, 15842, 17616, 16986, 17620, 18935]",17439.75,804.3883934393882
mirrorball,[17436],17436.0,0.0
Lion King On Ice,[17076],17076.0,0.0
seven,[17033],17033.0,0.0
Only You Freestyle,[16697],16697.0,0.0
my future,"[60884, 45051, 30164, 22600, 18401, 23337]",33406.166666666664,14969.19890326652
PUNANI,"[27591, 45523, 32880, 26617, 22517, 25870, 21068, 16972]",27379.75,8171.1521181226335
My Oasis (feat. Burna Boy),"[17806, 17819]",17812.5,6.5
Move Ya Hips (feat. Nicki Minaj & MadeinTYO),[16902],16902.0,0.0
Djadja (feat. Maluma) - Remix,"[20360, 19316, 17704]",19126.666666666668,1092.5411764424362
Alane,"[17670, 17171, 17533, 17631, 17312, 16754]",17345.166666666668,317.12532573451494
Levitating (feat. Madonna and Missy Elliott) [The Blessed Madonna Remix],"[26514, 16257]",21385.5,5128.5
Ellenségek,"[20754, 16516]",18635.0,2119.0
Fekszünk a strandon,[18008],18008.0,0.0
Régi nyár (Az Efott Fesztivál Himnusz) [feat. DR BRS],"[17393, 17754, 18593, 17795, 17740, 22018, 20206, 19935, 18987, 20107, 17538]",18915.090909090908,1416.1722066924858
Január,"[17126, 56978, 45198, 33230]",38133.0,14751.116127263049
"The Plan - From the Motion Picture ""TENET""","[32205, 35375, 27405, 18319]",28326.0,6436.678724311165
Tap In,"[18111, 17111]",17611.0,500.0
Hawái,"[17865, 22846, 24324, 26266, 27749, 24201, 22177, 20072, 17769]",22585.444444444445,3297.713723546836
Be Like That - feat. Swae Lee & Khalid,"[16095, 15843, 17298]",16412.0,634.8873915900363
THE BADDEST,"[46773, 25374, 18439, 18756, 17662, 20487]",24581.833333333332,10242.08552032034
Ice Cream (with Selena Gomez),"[45635, 40518, 33588, 28459, 23895, 25085, 21599, 21590, 19964]",28925.88888888889,8585.52392039381
Over Now (with The Weeknd),"[36720, 21462, 21461]",26547.666666666668,7192.925892075414
Blastoff (feat. Juice WRLD),[20149],20149.0,0.0
overwhelmed,"[16317, 20383, 21529, 18983, 19265]",19295.4,1740.1854613804817
Legends Never Die,"[16278, 16895, 17990, 17796]",17239.75,692.117177579057
Ennyi,"[39065, 45981, 39393, 30511, 28193, 26421, 23122, 21772, 20900, 21171, 22455, 20669, 19613]",27635.846153846152,8307.194313421754
Méreg,"[33937, 40005, 33267, 29858, 26288, 24576, 24178, 24034, 21569, 22598, 20732, 19711, 18658]",26108.53846153846,6129.296190182218
Obey (with YUNGBLUD),"[28270, 19637]",23953.5,4316.5
OMG What's Happening,"[25338, 22602, 26040, 22456, 18543, 18381, 18545, 18121]",21253.25,3074.1823201462857
Crazy Life,"[21140, 17288, 17577]",18668.333333333332,1751.7100850946263
Mad at Disney,"[20882, 28690, 36967, 35004, 29740, 27053, 25938, 24224, 20404, 18022, 17247]",25833.727272727272,6210.739629367959
Wolves (feat. Post Malone),"[19813, 24376, 31044, 26894, 26110, 23626, 23418, 23014, 17719, 21706, 21454, 17458]",23052.666666666668,3705.765830282438
"LOCKED UP, PT. 2",[19474],19474.0,0.0
TUTU,[19241],19241.0,0.0
Lithuania (feat. Travis Scott),[18769],18769.0,0.0
Got It On Me,[16684],16684.0,0.0
OK Not To Be OK,"[32381, 23000, 18203]",24528.0,5888.1241495063605
Mátkám,"[25767, 21095]",23431.0,2336.0
Ghostwrite,[19438],19438.0,0.0
Nem kell más,[18314],18314.0,0.0
Hot Stuff,[26391],26391.0,0.0
Take Over,"[22998, 18604]",20801.0,2197.0
Me Gusta (with Cardi B & Myke Towers),[22970],22970.0,0.0
"Lesz, ahogy lesz","[22105, 20315, 17227]",19882.333333333332,2014.7988044026188
Újra úton,"[18327, 17366, 17956, 18839]",18122.0,537.4025493054531
FRANCHISE (feat. Young Thug & M.I.A.),"[67839, 43675, 31788, 28078, 22591, 18559, 17905, 17096]",30941.375,16268.024933420007
Megmondóka - Mondóka,"[44114, 43627, 37992, 32423, 29122, 26966, 25424, 23197, 21067]",31548.0,8097.1290934229
Purgatórium,"[29766, 20163]",24964.5,4801.5
forget me too (feat. Halsey),[25991],25991.0,0.0
Your Man,[22611],22611.0,0.0
bloody valentine,[18038],18038.0,0.0
Courage to Change,[17029],17029.0,0.0
Dirty,[16979],16979.0,0.0
Runnin,"[42737, 27522, 22945, 18950]",28038.5,9011.898371042585
Lovesick Girls,"[39988, 21196, 18487]",26557.0,9561.328045831291
Bet You Wanna (feat. Cardi B),"[34901, 19611]",27256.0,7645.0
Mr. Right Now (feat. Drake),"[34172, 25692, 18197]",26020.333333333332,6525.8975542747285
Pretty Savage,[23875],23875.0,0.0
Glock In My Lap,[23870],23870.0,0.0
Savage Love (Laxed – Siren Beat) [BTS Remix],[23660],23660.0,0.0
Many Men,[19527],19527.0,0.0
Crazy Over You,[18844],18844.0,0.0
Lemonade - Remix,[18261],18261.0,0.0
Love To Hate Me,[17832],17832.0,0.0
Slidin,[17757],17757.0,0.0
"Baby, I'm Jealous (feat. Doja Cat)","[26539, 20692, 18688, 17056]",20743.75,3585.15023220785
Dreams - 2004 Remaster,"[24803, 25579, 23241, 19349, 17343]",22063.0,3190.6656358822684
Nem volt szép,"[21978, 27960, 24339, 23616, 22212, 21590, 21609, 20875]",23022.375,2146.91656437203
Hate The Way (feat. blackbear),"[41927, 25688, 18278]",28631.0,9876.393977560838
Truman show,"[23958, 20620, 21028, 21233, 23808, 24486, 23503, 20520]",22394.5,1578.1581036131963
Papi Chulo,"[22376, 28976, 31087, 32633, 27450, 24383, 22325, 21851]",26385.125,3970.4322005765316
Mit sem érdekel,[21427],21427.0,0.0
Boldog szülinapot (Rohadj meg),[20004],20004.0,0.0
Better Days,"[18165, 17083, 18730]",17992.666666666668,683.3380487642181
Spicy (feat. Post Malone),"[31032, 24331, 19949, 18545]",23464.25,4862.563592129156
Teardrops,"[30485, 28599, 19364]",26149.333333333332,4859.342228006676
Tyler Herro,"[26667, 30908, 27418, 25167, 23662, 21745, 21639, 26032, 18760]",24666.444444444445,3435.773343679091
Everything Black,[17475],17475.0,0.0
Hate Me,[17462],17462.0,0.0
MORE,"[50638, 39418, 26401, 20577]",34258.5,11660.105156043834
motive (with Doja Cat),"[41747, 24312]",33029.5,8717.5
1x1 (feat. Nova Twins),[25414],25414.0,0.0
Kingslayer (feat. BABYMETAL),[25284],25284.0,0.0
off the table (with The Weeknd),[24601],24601.0,0.0
pov,"[23085, 18063, 30456, 27933, 23920]",24691.4,4262.624759464525
just like magic,[22041],22041.0,0.0
safety net (feat. Ty Dolla $ign),[21377],21377.0,0.0
shut up,[20584],20584.0,0.0
E-GIRLS ARE RUINING MY LIFE!,"[19703, 18599, 20757, 16926]",18996.25,1418.0513698382017
"Dear Diary,",[19116],19116.0,0.0
my hair,[19072],19072.0,0.0
nasty,[18589],18589.0,0.0
Moonwalking in Calabasas (feat. Blueface) - Remix,[17210],17210.0,0.0
Sofia,"[17030, 18001, 19814]",18281.666666666668,1153.7603255827828
"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior","[34362, 20675, 20198]",25078.333333333332,6567.431376793281
Hawái - Remix,"[29593, 30245, 23857, 20044]",25934.75,4212.452633264854
VILLAIN,"[18981, 19753]",19367.0,386.0
Protect The Land,[18271],18271.0,0.0
ALWAYS DO,"[18174, 17650]",17912.0,262.0
Para,"[37410, 31127, 24305, 24937]",29444.75,5315.355414974619
Senki se látta,"[22192, 19833]",21012.5,1179.5
Vodka,"[31343, 19709, 34557, 44765, 43062, 39628, 38760, 33998]",35727.75,7416.692958286732
Pornó,[25637],25637.0,0.0
Ví,[25405],25405.0,0.0
Táncolj,[25168],25168.0,0.0
Képtelen,"[24208, 18808]",21508.0,2700.0
Fly To My Room,[24124],24124.0,0.0
Blue & Grey,[24012],24012.0,0.0
Telepathy,[23819],23819.0,0.0
Dis-ease,[23631],23631.0,0.0
Játék,"[23614, 81958, 123171, 78877, 55331]",72590.2,32809.28225609332
Mi Van A Poharadban?,[21863],21863.0,0.0
Stay,[21788],21788.0,0.0
Jenny (I Wanna Ruin Our Friendship),"[21423, 24931, 21811]",22721.666666666668,1570.2444254177612
Kánnyéveszt,[19090],19090.0,0.0
Angels Like You,[29956],29956.0,0.0
Plastic Hearts,"[22688, 26910, 28937, 19741, 20054, 19357]",22947.833333333332,3723.540672382791
Teach Me How To Love,"[36853, 23144]",29998.5,6854.5
Real Shit (with benny blanco),[31292],31292.0,0.0
Higher,[24839],24839.0,0.0
Christmas Without You,"[23530, 29782, 70287, 39511, 34015, 37048, 56744, 76192, 43945, 46480, 59813, 101883]",51602.5,21587.351333207447
Naughty List (with Dixie),"[21787, 24537, 54679]",33667.666666666664,14899.613447633092
Dream,[21310],21310.0,0.0
Call My Friends,[21112],21112.0,0.0
Wolt,[40851],40851.0,0.0
Fekete mamba,[35704],35704.0,0.0
Reminds Me Of You,"[31167, 21404, 21547, 22058, 19652]",23165.6,4082.0990972782615
"no body, no crime (feat. HAIM)",[27193],27193.0,0.0
champagne problems,[26717],26717.0,0.0
Oh Santa! (feat. Ariana Grande & Jennifer Hudson),"[24432, 48235]",36333.5,11901.5
Purpp,[24209],24209.0,0.0
gold rush,[23346],23346.0,0.0
Way Out (feat. Big Sean),"[23027, 17814, 19709]",20183.333333333332,2154.4661107156508
Show Out (with Skepta & Pop Smoke),[22638],22638.0,0.0
A szürke patás,"[65714, 25441, 27571, 54851, 54790, 39919, 63811, 54225, 104534]",54539.555555555555,22356.506883336926
Baby It's Cold Outside (with Michael Bublé),"[54805, 35857, 33314, 40269, 51572, 46406, 75974]",48313.857142857145,13450.239418246922
It's Beginning To Look A Lot Like Christmas,"[47574, 29376, 27368]",34772.666666666664,9088.953637367847
Fehér karácsony,"[46469, 38998, 38857, 79543]",50966.75,16783.39090254112
Add Tovább - Hóban Ébred,"[45012, 31685, 31303, 47424, 72960, 80760]",51524.0,19043.532139110466
My Kind Of Present,[44172],44172.0,0.0
The Christmas Song (Shawn Mendes & Camila Cabello),"[43070, 38324]",40697.0,2373.0
Under The Mistletoe,[42891],42891.0,0.0
Santa Claus Is Comin' to Town,"[41947, 29795, 54140]",41960.666666666664,9938.809329536858
Do You Hear What I Hear? - Remastered 2006,[40950],40950.0,0.0
I Need You Christmas,[40508],40508.0,0.0
"Cuddle Up, Cozy Down Christmas",[39493],39493.0,0.0
Száncseng¿,[38236],38236.0,0.0
Amazing Grace (My Chains Are Gone),[35592],35592.0,0.0
The Lighthouse Keeper,[35094],35094.0,0.0
Little Saint Nick - 1991 Remix,"[32029, 52237, 73370]",52545.333333333336,16878.800753871375
Blame It On The Mistletoe,[31064],31064.0,0.0
Mistletoe and Wine,[30237],30237.0,0.0
"Holidays (feat. Earth, Wind & Fire)",[29516],29516.0,0.0
Legyen az ünnep végtelen,"[29283, 28052]",28667.5,615.5
Gnat,[28752],28752.0,0.0
2000 Miles - 2007 Remaster,[28716],28716.0,0.0
Merry Christmas Baby,[28502],28502.0,0.0
Afterglow,"[46541, 47124, 46024, 37284, 32835, 30941, 30260, 26600, 19666]",35252.77777777778,9163.19983869994
Slay3r,[18738],18738.0,0.0
I Gotta Feeling,"[18594, 25975, 33589, 38316]",29118.5,7503.766870712336
Umbrella,"[18583, 17416, 18344]",18114.333333333332,503.34370850234023
Lasting Lover,"[18212, 21481, 20868, 21040, 21600, 21160, 21210, 22175, 22126, 21922, 19993, 19876, 21197, 18343]",20800.214285714286,1217.9812442006198
Good Days,"[17899, 29796, 33303, 35867, 33534, 30108, 31223, 28130, 26338, 25382, 22337, 20711, 20104, 18611]",26667.35714285714,5739.543543413074
Hayloft,"[17619, 19631, 18612, 22193, 22377, 20604, 19664]",20100.0,1630.0287464599248
Bad boy,[17400],17400.0,0.0
I'm not Pretty,"[23275, 27598, 31141, 30683, 28434, 29966, 30702, 28068, 28935, 28689, 24170, 24223, 19477, 20088]",26817.785714285714,3749.9386505185735
Paparazzi,"[20453, 21781, 19835]",20689.666666666668,811.8855967574632
Viseld,[18789],18789.0,0.0
Vibez,"[18314, 21827]",20070.5,1756.5
Bad Boy (with Young Thug),"[47905, 31272, 27512, 20366]",31763.75,10109.004065064966
"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",[33096],33096.0,0.0
Chemtrails Over The Country Club,[27190],27190.0,0.0
Can You Feel My Heart,"[22201, 24595, 23554, 19143, 19150]",21728.6,2240.803480896975
Die Very Rough,"[21011, 23532, 19978]",21507.0,1492.7024709119585
Lo Vas A Olvidar (with ROSALÍA),"[55946, 30695, 20331]",35657.333333333336,14957.174874361208
Skin,"[24634, 27140, 23436, 20687]",23974.25,2321.2587506566347
F.N,"[20313, 19003, 18921, 21147]",19846.0,932.3309498241491
Everybody Dies In Their Nightmares,[18978],18978.0,0.0
Baila Conmigo (with Rauw Alejandro),"[41367, 33670, 33393, 33459, 29893, 28009, 29298, 24482, 24331, 19930, 20909, 20414, 20186]",27641.615384615383,6404.087619379235
You (with Marshmello & Vance Joy),[25107],25107.0,0.0
Mini,"[23885, 19157]",21521.0,2364.0
Hollywood,"[20390, 20236, 21005, 22329, 23140, 21054, 20187, 19688, 20957, 20141]",20912.7,1017.3695542918512
Goodbye,"[18954, 18918, 21206, 21172, 22132, 21794, 20354, 20528]",20632.25,1121.5446658515211
Viszlát Nyár,"[38898, 23326]",31112.0,7786.0
Ратата,"[30648, 33679, 30374, 27083, 23007, 19576]",27394.5,4820.6803375319
Az Orosz Vakcina,"[29716, 35401, 34402, 34318, 34525, 31548, 26686, 21746, 19365, 20694, 20110]",28046.454545454544,6214.312283513341
The Hills,"[26712, 26009, 23052, 21391, 20265, 18822]",22708.5,2882.437784815716
Hol voltál?,[23903],23903.0,0.0
Dangerous,[21346],21346.0,0.0
Úgy kéne tenni,[20175],20175.0,0.0
Hajnali járat,[19193],19193.0,0.0
Calling My Phone,"[65852, 58606, 55014, 50117, 45865, 43470, 41117, 41148, 46995, 38427, 33000, 31507, 25613, 21464]",42728.21428571428,11982.6900937416
Amit szeretek megöl,"[28547, 37869, 27798, 22781]",29248.75,5448.339856093781
Моя голова винтом,"[26594, 21842]",24218.0,2376.0
Csak az ég tudja,"[21194, 31924, 23914, 20291, 19682]",23401.0,4500.635688433357
Love Story (Taylor’s Version),[20258],20258.0,0.0
Mindig így volt,[19681],19681.0,0.0
CLOUDS,"[32016, 19386]",25701.0,6315.0
test drive,[25696],25696.0,0.0
SugarCrash!,"[24316, 30468, 33539, 31305, 29116, 25304, 23852, 23602, 20778]",26920.0,4055.0145910136175
telepatía,"[28494, 36322, 42162, 42303, 41549, 36606, 40504, 37144, 36015, 32157, 28392, 27405, 23916, 20007]",33784.0,6899.635839251642
AP - Music from the film Boogie,[27146],27146.0,0.0
What Other People Say,"[20062, 19455, 20531, 20912, 20749, 19483]",20198.666666666668,578.2233324782235
Boldog Idők,[18672],18672.0,0.0
What’s Next,"[44968, 29578, 23497]",32681.0,9035.9436695898
Wants and Needs (feat. Lil Baby),"[37156, 27589, 20480, 20696, 21251, 21049]",24703.5,6090.48440191747
Piszkos pénz,"[37071, 27837, 25728, 23172, 19125]",26586.6,5992.633898378909
Selfish Love (with Selena Gomez),[28649],28649.0,0.0
Lemon Pepper Freestyle (feat. Rick Ross),[20932],20932.0,0.0
Animals,[20486],20486.0,0.0
Ki ez az Nber,"[19400, 20789, 20599]",20262.666666666668,614.9093880853956
A titkod nem leszek,"[19267, 23513, 22168, 20450, 18510, 20166, 20295, 31156]",21940.625,3782.2611602551983
Follow You,"[35262, 28208, 24050, 20110, 20331, 20918]",24813.166666666668,5456.912326479956
On The Ground,"[27987, 22367]",25177.0,2810.0
Cupid's Chokehold / Breakfast in America,"[25893, 29083, 28664, 26228, 26573, 23777, 21557, 19390]",25145.625,3152.934582952047
LOST,[21831],21831.0,0.0
Patience (feat. YUNGBLUD & Polo G),[19322],19322.0,0.0
Martin & Gina,"[19007, 18407, 21663, 22706, 23041, 21333, 19982, 19599]",20717.25,1607.8641694807432
DAYWALKER! (feat. CORPSE),[18761],18761.0,0.0
As I Am (feat. Khalid),"[39971, 27409, 19429]",28936.333333333332,8455.491364919146
Unstable (feat. The Kid LAROI),[29613],29613.0,0.0
Bomba,[23284],23284.0,0.0
Heartbreak Anniversary,"[22027, 26518, 28399, 33264, 33183, 33786, 29577, 26611, 24604, 21060]",27902.9,4360.064413515011
Headshot (feat. Polo G & Fivio Foreign),"[21575, 18774, 21727]",20692.0,1357.6496848107272
Off My Face,[20695],20695.0,0.0
Bubblegum Bitch,"[20107, 21503, 20813, 23652, 23342, 24540, 24341, 22897, 22819, 22115, 20471, 20109]",22225.75,1540.890874624157
Theme song,"[27975, 22310]",25142.5,2832.5
JUST LIKE YOU,[25123],25123.0,0.0
Exmacmekk,[22819],22819.0,0.0
Kedves gang type song,[21733],21733.0,0.0
Shy Boogie,"[21621, 35030]",28325.5,6704.5
Titans,[20826],20826.0,0.0
160,[20563],20563.0,0.0
Cake,[20201],20201.0,0.0
Met Him Last Night (feat. Ariana Grande),"[28589, 27712, 20408]",25569.666666666668,3667.368205614969
Gazdag vagy szegény,"[25098, 24029, 25372, 25513, 29231, 24493, 22527, 20561, 20077]",24100.11111111111,2630.6016821017474
Slumber Party (feat. Princess Nokia),"[19924, 23069, 21306, 21032, 19460]",20958.2,1256.667083996394
Dancing With The Devil,[19434],19434.0,0.0
MONTERO (Call Me By Your Name) - SATAN'S EXTENDED VERSION,[18559],18559.0,0.0
Love Again (feat. Alida),"[18530, 21548, 22712, 21839, 22098, 21633, 19584]",21134.85714285714,1389.7642583825327
Shy Away,"[53283, 31465, 30015, 42528, 31587, 28003, 44040, 29674, 24967, 24892, 22300]",32977.63636363636,9135.908317012572
Többet kéne mosolyognom,"[44952, 29652, 30426, 29563, 22792, 19276]",29443.5,8053.54103795343
X Gon' Give It To Ya,[33426],33426.0,0.0
Where The Hood At,[22977],22977.0,0.0
Mr. Perfectly Fine (Taylor’s Version) (From The Vault),[20212],20212.0,0.0
Solid (feat. Drake),[24861],24861.0,0.0
Gone Are The Days (feat. James Gillespie),[22650],22650.0,0.0
You,"[19762, 20538, 20226]",20175.333333333332,318.82004676968205
Nincsen véletlen,"[30718, 26159, 22865, 20670]",25103.0,3784.9535664258815
Szavak nélkül,"[29501, 34588, 29030, 26988, 24336, 23037, 22865, 20771]",26389.5,4237.821344747794
Gimme More,[19615],19615.0,0.0
Talking to the Moon,[19521],19521.0,0.0
Your Power,"[92589, 63398, 52585, 42787, 33577, 26715, 23057]",47815.42857142857,22540.325310475022
WITHOUT YOU (with Miley Cyrus),"[46240, 33448, 20823]",33503.666666666664,10376.52145738424
Choker,"[36118, 27317]",31717.5,4400.5
"I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)","[32986, 29670, 27132, 21234, 19651]",26134.6,5029.681723528836
Ha itt vagy te,[28057],28057.0,0.0
durag activity (with Travis Scott),[27248],27248.0,0.0
Én,[23734],23734.0,0.0
love race (feat. Kellin Quinn),[20177],20177.0,0.0
"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","[60663, 70842, 65297, 56439, 49291, 41911, 33043, 30130, 25602, 23356, 21178]",43432.0,17144.272231962383
Miss The Rage,"[45983, 29730, 22106, 21848]",29916.75,9801.426002755925
Higher Power,"[27541, 22532, 53116]",34396.333333333336,13393.828437837414
i n t e r l u d e,"[26606, 30720]",28663.0,2057.0
Venom,"[19582, 21090, 20880]",20517.333333333332,666.9139541366803
Loading,"[19152, 19562]",19357.0,205.0
Build a Bitch,"[48584, 62442, 61567, 59360, 51749, 45482, 40640, 38428, 34137, 32281, 29509, 26057, 22563, 22652]",41103.642857142855,13561.029683867473
Tokiiiooooo,"[42262, 28902, 29235, 28999, 28748, 27317, 25476, 24218, 22987, 23218, 22797, 21331]",27124.166666666668,5313.35598332688
a m a r i,"[39950, 23432]",31691.0,8259.0
p r i d e . i s . t h e . d e v i l (with Lil Baby),"[34566, 26154, 21510]",27410.0,5403.575112830394
m y . l i f e (with 21 Savage & Morray),"[34233, 25468]",29850.5,4382.5
Matek,[28200],28200.0,0.0
Straightenin,"[26202, 20833]",23517.5,2684.5
Dick (feat. Doja Cat),"[20915, 23484, 23411, 21483, 20487]",21956.0,1258.3465341470926
Hogy legyek jó,[20894],20894.0,0.0
His & Hers (feat. Don Toliver & Lil Uzi Vert),[20887],20887.0,0.0
9 5 . s o u t h,[20635],20635.0,0.0
Butter,"[94171, 66408, 55938, 55612, 47270, 42220, 38180, 42409, 32907, 30601, 25852, 25554, 23809, 21645]",43041.142857142855,19297.68778102386
brutal,"[46996, 40308, 32905, 28667, 24799, 23936, 25307, 22367, 20680]",29551.666666666668,8396.411958555735
enough for you,"[38245, 29964, 23345]",30518.0,6095.500362289109
happier,"[35473, 31776, 38743, 38487, 31821, 30497, 30541, 28262, 26868, 22909, 21665, 20759]",29816.75,5795.188681498357
Saturday,[35416],35416.0,0.0
SUN GOES DOWN,"[33861, 24091, 24179]",27377.0,4585.021119544234
"1 step forward, 3 steps back","[32362, 24108]",28235.0,4127.0
Phonky Town,"[30996, 24161]",27578.5,3417.5
Our Song,"[30811, 23836, 20409]",25018.666666666668,4328.157909421615
The Outside,[28420],28420.0,0.0
favorite crime,"[28267, 30408, 29016, 27052, 23334, 21918, 27824, 25546, 24168, 20850]",25838.3,3028.0908193117325
SHUM,"[23876, 28010, 22442, 20896]",23806.0,2646.0873001471437
Redecorate,[23594],23594.0,0.0
hope ur ok,[23280],23280.0,0.0
Good Day,[22787],22787.0,0.0
Never Take It,[22683],22683.0,0.0
Mulberry Street,[22676],22676.0,0.0
No Chances,[22673],22673.0,0.0
Formidable,"[21846, 47065, 48322, 48070, 46608]",42382.2,10287.407883427195
Bounce Man,[21235],21235.0,0.0
Discord,"[20735, 19664]",20199.5,535.5
Állat,"[60926, 38658, 40382, 37343, 36736, 36366, 34552, 35082, 32948, 29420, 24424, 20981]",35651.5,9415.054022680912
CORALINE,"[40769, 36182, 32322, 29244, 30485, 26770, 23408, 22044]",30153.0,5888.388552906474
Össznépi Trepni,[29641],29641.0,0.0
Berúgni,[26721],26721.0,0.0
Morirò da Re,"[25881, 23965, 20532, 19253]",22407.75,2643.8314408259844
Torna a casa,"[24768, 23533, 21190, 19374, 20813]",21935.6,1946.90118906944
Világom,"[22519, 21966, 25316, 24257, 24045, 25750, 27355, 21902, 21256, 23022]",23738.8,1861.5676619451683
Lost Cause,"[66686, 44237, 30388, 24170, 21510, 21735, 30181]",34129.57142857143,15136.256254033067
Todo De Ti,"[21896, 22392, 23007, 25813, 22942, 21476, 20532]",22579.714285714286,1543.7422725577067
Dinero,"[20868, 59631, 65330, 64695, 57820, 52214, 45089, 38215, 33658, 30164, 26785, 23320]",43149.083333333336,15730.823317393642
Solar Power,"[31837, 20480]",26158.5,5678.5
EveryTime I Cry,"[22346, 22012, 22860, 22387, 20509, 21185, 20861]",21737.14285714286,820.2960142658309
Born This Way,[22152],22152.0,0.0
Having Our Way (feat. Drake),[21307],21307.0,0.0
Ragadozó,[20801],20801.0,0.0
Magyarok,"[20175, 23830, 20013, 26088, 28085, 26017]",24034.666666666668,3045.864445805529
It Don’t Matter - Spotify Singles,"[21272, 21238, 20898]",21136.0,168.86286349184851
Fairytale,[20663],20663.0,0.0
WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),[25812],25812.0,0.0
Thot Shit,"[23573, 26319, 25145, 23860, 21456]",24070.6,1633.2623304294996
JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams),[23381],23381.0,0.0
OHMAMI,[22888],22888.0,0.0
Szobaszám,[22492],22492.0,0.0
yellow card,"[22166, 43135, 30180, 26442, 23912, 23035, 20956]",27118.0,7129.6061001192165
LUMBERJACK,[21673],21673.0,0.0
"Pont olyan, mint rég (A Balaton dala)","[21131, 20440]",20785.5,345.5
I Don't Do Drugs (feat. Ariana Grande),[20990],20990.0,0.0
LEMONHEAD (feat. 42 Dugg),[20169],20169.0,0.0
press f - interlude,"[32352, 23997, 21221]",25856.666666666668,4730.64902758831
filter,"[29421, 21294]",25357.5,4063.5
blvck,"[29387, 21283]",25335.0,4052.0
rip gemini,[29278],29278.0,0.0
quasar,[28594],28594.0,0.0
angel dust,[28201],28201.0,0.0
"rip gemini, pt. 2",[21923],21923.0,0.0
prior,[21587],21587.0,0.0
Oye,[21463],21463.0,0.0
middle door,[20529],20529.0,0.0
NDA,"[55660, 34719, 28928, 42302, 31035, 21117]",35626.833333333336,10978.800350625239
Permission to Dance,"[50403, 42777, 33843, 28403, 25437, 23196]",34009.833333333336,9725.362039819162
Ain't Shit,"[23165, 31566, 33456, 31860, 30463, 26033, 23047, 21501]",27636.375,4421.651273492178
Bezos I,"[21178, 30652, 34616, 29195, 24624]",28053.0,4693.731990644545
Be Vagyok Rúgva,"[20240, 21024, 21284, 21303, 20968, 21807, 23075, 22259]",21495.0,816.5032149354955
Tell The Vision (feat. Kanye West & Pusha T),[28455],28455.0,0.0
Demeanor (feat. Dua Lipa),[26746],26746.0,0.0
Van elég,"[24110, 21335]",22722.5,1387.5
Bout A Million (feat. 42 Dugg & 21 Savage),[23915],23915.0,0.0
Red Light Green Light,"[20692, 20269]",20480.5,211.5
NOT SOBER (feat. Polo G & Stunna Gambino),"[29700, 22177]",25938.5,3761.5
Kiss My (Uh Oh),[22025],22025.0,0.0
Chain My Heart,"[21753, 23194, 24773, 26088, 24183, 23753, 24743, 24913, 24950, 25377, 23852, 22728, 22099, 20864]",23805.0,1451.3663020950785
Sweet Dreams,"[21597, 22497, 22118, 22756, 21730, 21696]",22065.666666666668,434.8028927635551
Blue,[21196],21196.0,0.0
Better Believe,[20142],20142.0,0.0
Vér,"[48496, 27959]",38227.5,10268.5
Szürke,"[47152, 26438]",36795.0,10357.0
Anya mérges,"[40349, 22271]",31310.0,9039.0
Oxytocin,[33490],33490.0,0.0
Getting Older,[31790],31790.0,0.0
I Didn't Change My Number,[29494],29494.0,0.0
Billie Bossa Nova,[29240],29240.0,0.0
Nemszámítapénz,"[27769, 34550, 35694, 31168, 27212, 26814, 23720, 22013]",28617.5,4546.006214250042
Kinek mi - Interlude,[24362],24362.0,0.0
GOLDWING,[22865],22865.0,0.0
Halley's Comet,[22585],22585.0,0.0
Male Fantasy,[21937],21937.0,0.0
Skate,[21900],21900.0,0.0
Love Runs Out (feat. G-Eazy & Sasha Alex Sloan),"[36130, 22924]",29527.0,6603.0
Nice To Meet Ya (feat. Yxng Bane),"[22518, 22399, 20518]",21811.666666666668,916.0496104954626
Low (feat. T-Pain),"[21176, 24099, 20951]",22075.333333333332,1433.8936114262065
Rumors (feat. Cardi B),"[40050, 31033, 27041, 22210]",30083.5,6547.546887957352
Love Me Now (feat. Zoe Wees),[24219],24219.0,0.0
Chivas,"[22573, 23141, 22394, 22613, 23055, 23780, 22395, 23852, 21860, 23191, 24435, 22061, 22510]",22912.30769230769,725.350141933099
Dark Red,"[22024, 21568, 24660, 24421, 26269, 26513, 24681, 24126, 22303, 20908, 21042, 20805]",23276.666666666668,1989.4458329449994
Ne Gyere Át,"[43439, 37108, 35207, 33193, 31573, 26553, 25500, 23569, 21898]",30893.333333333332,6690.477362141907
